微博id,微博正文,头条文章url,原始图片url,被转发微博原始图片url,是否为原创微博,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数,辟谣方式
IryUj91Kr,#法治新闻速览#【习近平：紧紧依靠人民群众坚决打赢疫情防控阻击战】①武汉红十字会辟谣：未收取捐赠服务费。②参与火神山医院渣土车被查处，城管回应。③科比直升机失事原因曝光。④女儿举报父母外出打牌。⑤90后护士取消见家长，男友说过了疫情就结婚。（中央政法委长安剑）武汉居民唱国歌喊“武汉加油！” 专家建议...  [组图共9张] 原图 ,,"http://ww2.sinaimg.cn/large/00688ubUly1gbc6jnk831j30kz0d8n66.jpg,http://ww3.sinaimg.cn/large/00688ubUly1gbc6jsw7jej31f91dekjm.jpg,http://ww3.sinaimg.cn/large/00688ubUly1gbc6kfipvej31ap1nzb29.jpg,http://ww3.sinaimg.cn/large/00688ubUly1gbc6jx6b9rj31k212h7wi.jpg,http://ww3.sinaimg.cn/large/00688ubUly1gbc6jn2k0nj30mv0mvn6c.jpg,http://ww4.sinaimg.cn/large/00688ubUly1gbc6k0g9kzj31fw255kjl.jpg,http://ww4.sinaimg.cn/large/00688ubUly1gbc6k39818j31ly0w2e81.jpg,http://ww1.sinaimg.cn/large/00688ubUly1gbc6k6fyobj310a1877wi.jpg,http://ww3.sinaimg.cn/large/00688ubUly1gbc6kbrsaej31cs1lse81.jpg",无,TRUE,无,无,2020/1/28 12:50,无,229,37,50,2
IrqO4bmeb,【辟谣！#武汉市红十字会不存在收取服务费问题#】网传 “武汉市红十字会向上海医疗队收取6%—8%捐赠服务费”。中国红十字会回应：武汉市红十字会只负责接收捐赠物资，具体发放分配，由市卫健委统一根据各医院实际需求调拨安排，运送车辆由各医院自行安排，市红十字会的转运车辆也是通过与武汉市交通委员会协调后，免费运送。武汉市红十字会至今为止的所有工作流程中，均不存在任何收费现象。安哥：每临大事有静气！不信谣，不传谣！             [组图共9张]      原图                             ,,"http://ww3.sinaimg.cn/large/00688ubUgy1gbb6vzs0ujj302m02ogle.jpg,http://ww3.sinaimg.cn/large/00688ubUgy1gbb6vzsr7pj302m02oq2q.jpg,http://ww4.sinaimg.cn/large/00688ubUgy1gbb6vzs2rdj302m02o0sj.jpg,http://ww2.sinaimg.cn/large/00688ubUgy1gbb5y1mcj8j30c808waas.jpg,http://ww3.sinaimg.cn/large/00688ubUgy1gbb5y1njwuj30am0ad0t7.jpg,http://ww3.sinaimg.cn/large/00688ubUgy1gbb5y1rj76j30c80lrqbk.jpg,http://ww1.sinaimg.cn/large/00688ubUgy1gbb6vzsvtmj302m02omwy.jpg,http://ww2.sinaimg.cn/large/00688ubUgy1gbb6vzss8aj302m02ot8i.jpg,http://ww1.sinaimg.cn/large/00688ubUgy1gbb6vzu6v5j302m02o743.jpg",无,TRUE,无,无,2020/1/27 16:13,祖国反黑站超话,885,152,210,1
Ira4E9ybT,"转发理由:帮扩！//@丁香园:辟谣合集  
转发内容: 抱歉，作者已设置仅展示半年内微博，此微博已不可见。  ",,无,无,FALSE,无,无,2020/1/25 21:37,无,127,1823,17,3
Ir7pnjOxB,#祖国反黑站[超话]##安哥辟谣#【钟南山院士被传染？假的！】#钟南山院士被传染系谣言#据广州日报报道，24日大年三十，钟南山院士在广州医科大学附属第一医院工作。他白大褂里边穿的是他1月18日连夜奔赴武汉的那套衣服。他说，已有几种已确认安全性的药物准备用于新型肺炎的临床治疗，疗效还需进一步观察。新华网24日报道，从科技部获悉，我国开展新冠肺炎疫情应急科研攻关，钟南山任组长。第一批8个项目已经紧急启动。25日，@澎湃新闻 从呼吸疾病国家重点实验室办公室获悉，钟南山正在开会。安哥：有人高龄奋战一线，有人却罔顾事实、造谣生事，其心可诛！转发辟谣！             [组图共4张]      原图                             ,,"http://ww3.sinaimg.cn/large/00688ubUly1gb8t5qxt0tj30e70m840o.jpg,http://ww2.sinaimg.cn/large/00688ubUly1gb8t5otg3xj30aj0m8di5.jpg,http://ww2.sinaimg.cn/large/00688ubUly1gb8t5t9x31j30u01fgdp1.jpg,http://ww3.sinaimg.cn/large/00688ubUly1gb8t62qomhj30m80goadi.jpg",无,TRUE,无,无,2020/1/25 14:50,祖国反黑站超话,1509,290,205,3
Ir7e493FN,#祖国反黑站[超话]##安哥辟谣#【武汉某医院有尸体无人处理情况？辟谣！】近日，某网友发博称武汉市某医院存在尸体无人处理的情况，经核实，相关视频为配音再制作，情况不属实。我们在此呼吁网友不造谣、不传谣、不信谣，净化网络环境，我们共同努力。（来源：@共青团中央 ）  [组图共3张] 原图 ,,"http://ww3.sinaimg.cn/large/00688ubUly1gb8scy4r7qj30i8081wfi.jpg,http://ww1.sinaimg.cn/large/00688ubUly1gb8scxr957j30j60y30wz.jpg,http://ww2.sinaimg.cn/large/00688ubUly1gb8scypivjj30j613441s.jpg",无,TRUE,无,无,2020/1/25 14:22,祖国反黑站超话,864,127,230,2
Ir29caFTd,"转发理由:致敬白衣逆行者！与此同时，一线警力24小时执勤，众多网友帮扩辟谣信息，有的网购武汉的口罩，地址直接填医院，丁香园开展湖北免费网络义诊……每个人做力所能及的点滴实事，好过恐慌和着急。  
原始用户: 武汉新闻广播
转发内容: #抗击疫情武汉新闻广播辟谣# 敬告亲爱的武汉市民：关于网上流传的武汉市第四医院武胜路院区急诊停诊消息不实！这是前方正在接诊的图片，拍摄于今晚22:30左右 今天是大年三十，请支持除夕夜仍奋战一线的广大医务工作者！【有爱·转发·周知！】  [组图共4张] 原图 ",,无,"http://ww2.sinaimg.cn/large/88477c4agy1gb81q7cfxrj20qo1ben5s.jpg,http://ww2.sinaimg.cn/large/88477c4agy1gb81q6s1xpj20qo1be79m.jpg,http://ww1.sinaimg.cn/large/88477c4agy1gb81q7r8tsj20qo1bedot.jpg,http://ww4.sinaimg.cn/large/88477c4agy1gb81qz5p8bj22g72g7qhe.jpg",FALSE,无,无,2020/1/25 1:26,360安全浏览器,448,97,54,1
IqN247XPF,#法治新闻速览#【31省份居民收入榜公布！2019你赚了多少？ 】① 朝阳医院行凶犯罪嫌疑人被批捕。② 武汉卫健委辟谣。③ 粗心老爸把女儿忘在候车室。 ④ 浙江一口罩厂80%员工已到岗加班。 ⑤ 美参议院正式审理特朗普弹劾案。（中央政法委长安剑）31省份居民收入榜公布！2019你赚了多少？【三分钟法治新闻全知道】  [组图共9张] 原图 ,,"http://ww3.sinaimg.cn/large/00688ubUly1gb6b7nb1o3j307l0prjsw.jpg,http://ww1.sinaimg.cn/large/00688ubUly1gb6b7o4r2rj30bk0d4gsc.jpg,http://ww3.sinaimg.cn/large/00688ubUly1gb6b7oduv7j30bv07m41b.jpg,http://ww3.sinaimg.cn/large/00688ubUly1gb6b7oken8j30c305v3zx.jpg,http://ww2.sinaimg.cn/large/00688ubUly1gb6b7p08rwj30bl08p0v7.jpg,http://ww2.sinaimg.cn/large/00688ubUly1gb6b7rhnkjj30zk0mu7t9.jpg,http://ww1.sinaimg.cn/large/00688ubUly1gb6b7lj250j30ao05xq5x.jpg,http://ww4.sinaimg.cn/large/00688ubUly1gb6b7smdeyj307h08ltc7.jpg,http://ww4.sinaimg.cn/large/00688ubUly1gb6b7thwyzj30ao07379q.jpg",无,TRUE,无,无,2020/1/23 10:57,无,107,21,22,3
IqEPoyxp9,#安哥辟谣#【#协和医院辟谣武汉肺炎患者出逃#：患者并未失联】近日，网传一名确定为“武汉肺炎”的患者从北京协和医院逃跑并失联。@北京协和医院 22日辟谣称：经过多方调查核实，该患者并未失联。因新型冠状病毒感染病例的确诊或疑似病例的排除，需要经过多次复核复验。该病例后经北京市CDC复核检验为阴性。安哥：不恐慌，不造谣，不传谣！                  原图                             ,,http://wx3.sinaimg.cn/large/00688ubUly1gb5azrhhd3j30g205oaaf.jpg,无,TRUE,无,无,2020/1/22 14:04,微博 weibo.com,306,90,60,2
IqEz34OUC,【#武汉卫健委辟谣副主任感染被隔离#：严重不实】据@健康武汉官微 ，网传关于武汉市卫生健康委副主任刘庆香同志所谓“去上海看女儿、患病躲藏”相关信息严重不实。刘庆香今年55岁，自去年12月底以来，一直坚守在新型冠状病毒感染的肺炎防控一线；她没有女儿，只有一子在武汉工作；她和爱人都不是医生，爱人因患癌症医治无效已于去年在武汉去世。请广大网友不信谣、不传谣！安哥：大事当前，更需镇定。请勿拿坚守者造谣！                  原图                             ,,http://wx2.sinaimg.cn/large/00688ubUly1gb59tvuk81j30j6086aav.jpg,无,TRUE,无,无,2020/1/22 13:24,祖国反黑站超话,492,78,91,
InJFMr9rj,#祖国反黑站[超话]##安哥辟谣#【都2020年了，这些谣言还是别信了！】盘点#2019年十大科技谣言#：3公里外人脸支付会被盗刷？5G辐射大对人体有危害？机器人360度空中转体进攻人类了？集体测智商的时候到了！都形视频的秒拍视频  ,,无,无,TRUE,"http://miaopai.video.weibocdn.com/003z9IzWlx07zQ4oOZUA01041200sPzr0E013.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1609275130&ssig=kx0F7V6xuD&KID=unistore,video",无,2020/1/3 8:53,祖国反黑站超话,750,418,260,
InG3tqoaa,#安哥辟谣#【李天一监狱组乐队系造谣，法治中国岂容谣言横飞？】今日，#李天一#疑似在监狱里组乐队引发网友哗然，刚刚，北京市监狱管理局@北京监狱与戒毒 发布通告：“‘李天一’目前仍在我局监狱服刑，网传‘多名罪犯在监狱演奏’照片为2004年8月某媒体刊发国内其他监狱组织罪犯排练节目的照片，照片中的人物无一我局在押罪犯，其中也无‘李天一’本人，‘李天一疑似狱内组乐队’消息不实。”安哥：每一个有罪之人，都将受到法律公正的裁决和应有的惩罚，法治中国前进的道路上，不允许无良的造谣传谣，炮制谣言者必然躲不过法律的制裁！#李天一监狱组乐队系造谣#             [组图共3张]      原图                             ,,"http://ww3.sinaimg.cn/large/00688ubUly1gain7225vlj30u00ffh80.jpg,http://ww2.sinaimg.cn/large/00688ubUly1gain6yp21nj30g80m818f.jpg,http://ww1.sinaimg.cn/large/00688ubUly1gain6x2k65j30ku0oeh2a.jpg",无,TRUE,无,无,2020/1/2 23:41,360安全浏览器,536,170,185,
